ano,mes,semana,sigla_uf,Sexo_Biologico,qtd_populacional,qtd_populacao_internada,qtd_populacao_sedada_respiracaoartificial,qtd_populacao_fez_teste_covid,qtd_populacao_pegou_covid
2020,11,1,AC,Homem,756,1,0,72,13
2020,11,1,AC,Mulher,762,0,0,81,16
2020,11,2,AC,Mulher,807,0,0,85,16
2020,11,4,AC,Mulher,783,0,0,75,13
2020,11,3,AC,Homem,726,2,0,80,9
2020,5,3,PI,Homem,963,0,0,0,0
2020,5,2,PI,Homem,932,0,0,0,0
2020,5,2,PI,Mulher,980,0,0,0,0
2020,5,1,PI,Homem,802,0,0,0,0
2020,6,3,PI,Homem,1054,1,0,0,0
2020,6,3,PI,Mulher,1169,1,0,0,0
2020,6,2,PI,Mulher,1043,0,0,0,0
2020,6,1,PI,Homem,909,0,0,0,0
2020,6,1,PI,Mulher,1031,0,0,0,0
2020,7,4,PI,Mulher,1116,1,0,120,8
2020,7,3,PI,Homem,1100,0,0,111,7
2020,7,3,PI,Mulher,1221,0,0,159,10
2020,7,1,PI,Homem,976,1,0,96,4
2020,8,4,PI,Mulher,1110,0,0,167,13
2020,8,3,PI,Homem,1035,0,0,158,13
2020,8,2,PI,Homem,1010,1,0,147,10
2020,8,2,PI,Mulher,1097,1,0,177,15
2020,8,1,PI,Homem,971,0,0,127,8
2020,9,4,PI,Homem,1016,0,0,175,15
2020,9,4,PI,Mulher,1111,1,1,199,15
2020,9,3,PI,Homem,1046,1,1,183,17
2020,9,3,PI,Mulher,1194,0,0,235,15
2020,9,2,PI,Mulher,1097,0,0,218,13
2020,9,1,PI,Homem,932,3,1,130,10
2020,10,4,PI,Homem,991,0,0,194,18
2020,10,3,PI,Homem,998,0,0,187,24
2020,10,2,PI,Homem,990,1,0,190,14
2020,10,2,PI,Mulher,1100,0,0,239,16
2020,10,1,PI,Homem,933,2,1,163,13
2020,10,1,PI,Mulher,1022,0,0,187,19
2020,11,3,PI,Homem,1050,0,0,217,22
2020,11,3,PI,Mulher,1157,0,0,266,22
2020,11,2,PI,Homem,994,0,0,196,16
2020,11,4,PI,Homem,1047,0,0,220,27
2020,11,1,PI,Mulher,1049,0,0,221,17
2020,5,2,SE,Homem,947,0,0,0,0
2020,5,4,SE,Homem,1015,0,0,0,0
2020,5,3,SE,Homem,979,0,0,0,0
2020,6,1,SE,Homem,1078,0,0,0,0
2020,6,4,SE,Homem,1017,1,0,0,0
2020,7,4,SE,Homem,992,0,0,72,10
2020,7,3,SE,Mulher,1050,0,0,78,10
2020,7,4,SE,Mulher,1147,0,0,79,14
2020,8,4,SE,Mulher,1113,1,0,116,21
2020,8,2,SE,Homem,976,0,0,89,15
2020,8,3,SE,Mulher,1069,0,0,111,12
2020,8,1,SE,Homem,1023,0,0,67,11
2020,9,4,SE,Mulher,1112,1,1,118,18
2020,9,3,SE,Homem,933,1,0,113,12
2020,9,3,SE,Mulher,1037,0,0,131,11
2020,9,1,SE,Homem,991,1,0,93,13
2020,10,4,SE,Mulher,1048,0,0,134,19
2020,10,2,SE,Homem,941,0,0,118,16
2020,10,3,SE,Mulher,1012,0,0,144,15
2020,11,4,SE,Homem,959,1,0,142,17
2020,11,3,SE,Homem,887,0,0,142,15
2020,11,1,SE,Homem,991,0,0,119,12
2020,11,1,SE,Mulher,1111,0,0,147,15
2020,5,4,PB,Homem,1073,0,0,0,0
2020,5,4,PB,Mulher,1218,0,0,0,0
2020,5,1,PB,Homem,944,0,0,0,0
2020,5,1,PB,Mulher,1008,0,0,0,0
2020,5,2,PB,Homem,988,1,0,0,0
2020,6,4,PB,Homem,1097,0,0,0,0
2020,6,4,PB,Mulher,1303,0,0,0,0
2020,6,3,PB,Mulher,1323,0,0,0,0
2020,6,2,PB,Homem,1115,0,0,0,0
2020,6,2,PB,Mulher,1205,0,0,0,0
2020,7,1,PB,Homem,1171,2,2,63,5
2020,7,1,PB,Mulher,1289,0,0,76,5
2020,7,4,PB,Homem,1170,1,0,99,4
2020,7,4,PB,Mulher,1343,0,0,136,11
2020,7,3,PB,Mulher,1320,0,0,84,4
2020,8,4,PB,Homem,1185,0,0,107,5
2020,8,4,PB,Mulher,1355,2,1,156,7
2020,8,3,PB,Homem,1247,0,0,107,6
2020,9,1,PB,Homem,1168,0,0,95,5
2020,9,1,PB,Mulher,1294,1,0,135,1
2020,9,4,PB,Homem,1170,0,0,108,4
2020,9,3,PB,Homem,1245,0,0,121,8
2020,10,1,PB,Homem,1149,1,0,127,8
2020,10,1,PB,Mulher,1294,0,0,178,9
2020,10,4,PB,Mulher,1304,1,0,188,7
2020,10,2,PB,Homem,1109,0,0,113,6
2020,10,2,PB,Mulher,1253,1,0,168,1
2020,10,3,PB,Homem,1220,0,0,137,8
2020,11,1,PB,Homem,1151,1,0,140,10
2020,11,4,PB,Homem,1147,0,0,144,8
2020,11,2,PB,Mulher,1263,0,0,189,1
2020,11,3,PB,Homem,1238,0,0,156,10
2020,11,3,PB,Mulher,1353,0,0,199,14
2020,5,1,MS,Homem,948,0,0,0,0
2020,5,3,MS,Mulher,1015,1,0,0,0
2020,5,2,MS,Homem,945,0,0,0,0
2020,5,2,MS,Mulher,1035,0,0,0,0
2020,6,1,MS,Homem,1035,0,0,0,0
2020,6,1,MS,Mulher,1094,0,0,0,0
2020,6,3,MS,Homem,1094,1,0,0,0
2020,6,3,MS,Mulher,1124,0,0,0,0
2020,6,4,MS,Mulher,1121,0,0,0,0
2020,6,2,MS,Homem,1065,0,0,0,0
2020,7,1,MS,Mulher,1094,0,0,54,4
2020,7,3,MS,Homem,1081,0,0,39,2
2020,7,4,MS,Homem,1070,1,0,67,10
2020,7,4,MS,Mulher,1092,0,0,79,5
2020,7,2,MS,Homem,1053,2,2,50,3
2020,7,2,MS,Mulher,1147,2,1,45,6
2020,8,1,MS,Homem,1092,1,0,86,3
2020,8,1,MS,Mulher,1157,0,0,72,11
2020,8,3,MS,Homem,1133,1,1,66,6
2020,8,3,MS,Mulher,1163,3,0,100,7
2020,8,2,MS,Homem,1084,1,1,74,7
2020,9,1,MS,Homem,1078,0,0,92,4
2020,9,1,MS,Mulher,1145,1,0,83,14
2020,9,3,MS,Mulher,1154,3,0,120,17
2020,9,4,MS,Homem,1076,0,0,104,14
2020,9,4,MS,Mulher,1135,0,0,131,16
2020,10,4,MS,Homem,1019,0,0,112,12
2020,10,2,MS,Homem,1077,0,0,106,10
2020,10,2,MS,Mulher,1223,0,0,154,9
2020,11,3,MS,Mulher,1086,0,0,160,34
2020,11,3,MS,Homem,1040,1,0,150,36
2020,5,2,AM,Homem,1027,1,0,0,0
2020,5,2,AM,Mulher,1046,2,0,0,0
2020,6,4,AM,Homem,1180,1,0,0,0
2020,6,2,AM,Homem,1262,1,0,0,0
2020,7,4,AM,Homem,1171,0,0,73,7
2020,7,2,AM,Homem,1220,0,0,96,9
2020,7,2,AM,Mulher,1216,1,0,83,4
2020,7,1,AM,Mulher,1158,3,2,92,4
2020,7,1,AM,Homem,1134,2,1,85,0
2020,7,3,AM,Homem,1194,1,0,91,6
2020,7,3,AM,Mulher,1259,0,0,109,6
2020,8,4,AM,Homem,1258,0,0,109,12
2020,8,2,AM,Homem,1210,1,1,118,6
2020,8,1,AM,Homem,1203,0,0,111,2
2020,8,3,AM,Mulher,1268,0,0,132,3
2020,9,4,AM,Mulher,1406,0,0,169,15
2020,9,2,AM,Homem,1330,1,0,165,11
2020,9,2,AM,Mulher,1317,1,0,131,11
2020,9,1,AM,Homem,1275,1,0,141,2
2020,10,4,AM,Homem,1254,0,0,117,17
2020,10,4,AM,Mulher,1375,1,0,175,14
2020,10,1,AM,Mulher,1271,0,0,157,9
2020,10,3,AM,Homem,1337,0,0,167,7
2020,10,3,AM,Mulher,1345,2,0,196,12
2020,11,2,AM,Mulher,1322,0,0,147,10
2020,11,1,AM,Mulher,1301,0,0,161,12
2020,5,4,GO,Homem,1593,4,1,0,0
2020,5,1,GO,Mulher,1523,1,0,0,0
2020,6,4,GO,Homem,1715,0,0,0,0
2020,6,1,GO,Homem,1559,0,0,0,0
2020,7,3,GO,Homem,1684,4,1,116,16
2020,7,3,GO,Mulher,1737,0,0,149,21
2020,7,2,GO,Homem,1609,0,0,126,17
2020,7,2,GO,Mulher,1772,2,0,125,11
2020,8,4,GO,Mulher,1794,7,1,231,34
2020,8,2,GO,Homem,1645,0,0,169,26
2020,8,1,GO,Homem,1623,4,3,145,18
2020,8,1,GO,Mulher,1686,1,0,157,31
2020,9,3,GO,Homem,1726,4,1,265,56
2020,9,3,GO,Mulher,1789,1,0,328,59
2020,9,1,GO,Mulher,1694,1,0,248,42
2020,10,4,GO,Homem,1668,1,0,279,56
2020,10,3,GO,Mulher,1747,1,0,377,83
2020,10,2,GO,Homem,1688,1,0,310,61
2020,10,2,GO,Mulher,1856,1,0,388,72
2020,10,1,GO,Mulher,1743,2,1,302,55
2020,11,4,GO,Homem,1688,6,2,295,54
2020,11,3,GO,Mulher,1845,1,0,414,87
2020,11,1,GO,Homem,1698,0,0,331,50
2020,5,1,PA,Mulher,1247,1,0,0,0
2020,5,3,PA,Homem,1276,2,0,0,0
2020,5,2,PA,Mulher,1373,3,1,0,0
2020,6,1,PA,Mulher,1421,0,0,0,0
2020,6,4,PA,Mulher,1457,1,0,0,0
2020,6,2,PA,Mulher,1497,4,0,0,0
2020,6,4,PA,Homem,1360,0,0,0,0
2020,7,1,PA,Homem,1278,2,0,95,5
2020,7,3,PA,Mulher,1478,1,0,106,2
2020,7,2,PA,Homem,1425,0,0,104,10
2020,8,3,PA,Homem,1425,0,0,126,5
2020,8,2,PA,Homem,1461,2,1,134,7
2020,8,2,PA,Mulher,1477,4,2,143,9
2020,9,1,PA,Mulher,1445,0,0,143,15
2020,9,3,PA,Homem,1492,0,0,148,6
2020,9,2,PA,Mulher,1564,1,0,163,9
2020,9,4,PA,Homem,1509,0,0,149,9
2020,10,4,PA,Homem,1431,1,0,157,11
2020,10,3,PA,Homem,1421,0,0,155,10
2020,10,3,PA,Mulher,1448,0,0,176,7
2020,10,2,PA,Mulher,1566,1,0,183,11
2020,11,1,PA,Homem,1422,3,0,160,18
2020,11,4,PA,Mulher,1599,1,0,193,6
2020,11,2,PA,Homem,1427,3,0,170,10
2020,5,4,AL,Homem,1337,4,1,0,0
2020,5,3,AL,Homem,1281,1,0,0,0
2020,5,1,AL,Mulher,1255,2,0,0,0
2020,6,2,AL,Homem,1517,2,0,0,0
2020,6,2,AL,Mulher,1644,2,1,0,0
2020,6,4,AL,Homem,1421,3,2,0,0
2020,6,3,AL,Homem,1409,2,1,0,0
2020,6,3,AL,Mulher,1565,1,1,0,0
2020,7,2,AL,Mulher,1568,2,0,118,6
2020,7,4,AL,Homem,1403,1,1,116,9
2020,7,1,AL,Mulher,1636,1,0,63,9
2020,7,2,AL,Homem,1471,3,0,82,5
2020,8,2,AL,Mulher,1541,3,1,154,13
2020,8,4,AL,Homem,1373,0,0,100,5
2020,8,1,AL,Homem,1404,1,1,78,9
2020,8,3,AL,Mulher,1528,1,0,137,12
2020,8,2,AL,Homem,1426,2,1,120,8
2020,9,2,AL,Mulher,1548,1,0,170,14
2020,9,1,AL,Homem,1336,1,1,84,8
2020,9,1,AL,Mulher,1513,1,0,119,10
2020,9,3,AL,Mulher,1555,1,0,159,11
2020,9,2,AL,Homem,1415,0,0,124,8
2020,10,1,AL,Mulher,1524,0,0,127,11
2020,10,3,AL,Homem,1313,1,0,120,6
2020,11,2,AL,Mulher,1541,2,0,178,18
2020,11,4,AL,Homem,1326,1,0,125,8
2020,11,1,AL,Mulher,1541,0,0,132,10
2020,5,2,MT,Homem,1339,0,0,0,0
2020,5,2,MT,Mulher,1373,0,0,0,0
2020,5,3,MT,Homem,1256,0,0,0,0
2020,5,4,MT,Homem,1337,0,0,0,0
2020,5,1,MT,Mulher,1299,1,0,0,0
2020,6,2,MT,Mulher,1463,0,0,0,0
2020,6,3,MT,Mulher,1420,1,1,0,0
2020,6,1,MT,Homem,1394,1,0,0,0
2020,6,4,MT,Homem,1432,1,0,0,0
2020,7,2,MT,Homem,1413,2,0,72,6
2020,7,3,MT,Homem,1357,3,1,103,15
2020,7,3,MT,Mulher,1432,0,0,107,12
2020,7,4,MT,Homem,1443,4,2,104,7
2020,7,4,MT,Mulher,1484,4,0,141,10
2020,8,2,MT,Homem,1465,0,0,115,11
2020,8,3,MT,Mulher,1492,2,1,139,16
2020,8,4,MT,Homem,1433,2,1,127,14
2020,8,4,MT,Mulher,1462,1,0,164,13
2020,8,1,MT,Homem,1462,1,1,112,18
2020,9,2,MT,Homem,1455,2,0,154,16
2020,9,3,MT,Mulher,1447,3,3,188,30
2020,9,1,MT,Homem,1461,2,2,148,25
2020,10,3,MT,Homem,1333,1,0,177,23
2020,10,3,MT,Mulher,1371,1,0,199,30
2020,10,1,MT,Homem,1425,0,0,177,30
2020,10,1,MT,Mulher,1449,1,0,201,24
2020,10,4,MT,Mulher,1362,1,0,211,15
2020,10,2,MT,Mulher,1478,1,0,182,23
2020,10,2,MT,Homem,1413,1,0,191,21
2020,11,3,MT,Homem,1353,3,1,219,25
2020,11,2,MT,Homem,1452,1,0,222,21
2020,11,2,MT,Mulher,1501,0,0,217,37
2020,11,1,MT,Mulher,1458,2,0,233,26
2020,11,4,MT,Mulher,1384,1,0,237,18
2020,5,2,BA,Homem,2004,0,0,0,0
2020,5,4,BA,Homem,2142,1,0,0,0
2020,5,4,BA,Mulher,2387,0,0,0,0
2020,5,3,BA,Homem,2063,0,0,0,0
2020,5,3,BA,Mulher,2258,0,0,0,0
2020,6,1,BA,Homem,2122,1,1,0,0
2020,6,1,BA,Mulher,2281,1,1,0,0
2020,6,4,BA,Mulher,2330,1,0,0,0
2020,6,3,BA,Homem,2170,1,0,0,0
2020,6,3,BA,Mulher,2380,2,0,0,0
2020,7,2,BA,Homem,2117,3,2,96,3
2020,7,1,BA,Homem,2065,4,1,99,8
2020,7,4,BA,Mulher,2273,2,0,157,10
2020,7,3,BA,Homem,2156,1,0,129,10
2020,8,3,BA,Homem,2030,2,1,151,15
2020,8,4,BA,Mulher,2203,0,0,202,14
2020,9,2,BA,Homem,2140,2,1,169,12
2020,9,3,BA,Homem,2134,4,1,197,23
2020,10,2,BA,Homem,2019,1,1,189,16
2020,10,1,BA,Homem,1975,2,1,221,18
2020,10,4,BA,Homem,1946,2,0,211,11
2020,10,4,BA,Mulher,2201,0,0,274,23
2020,11,1,BA,Mulher,2185,1,0,263,26
2020,11,4,BA,Homem,2009,1,0,257,22
2020,11,4,BA,Mulher,2259,0,0,295,39
2020,11,3,BA,Homem,2051,0,0,261,36
2020,11,3,BA,Mulher,2268,0,0,278,28
2020,5,2,MA,Homem,1693,3,1,0,0
2020,5,4,MA,Mulher,2072,1,0,0,0
2020,5,1,MA,Homem,1579,0,0,0,0
2020,5,4,MA,Homem,1862,0,0,0,0
2020,6,3,MA,Mulher,2450,2,0,0,0
2020,6,4,MA,Homem,2199,2,0,0,0
2020,6,1,MA,Mulher,2071,0,0,0,0
2020,7,2,MA,Homem,2361,2,0,166,9
2020,7,2,MA,Mulher,2541,0,0,168,9
2020,7,1,MA,Homem,2202,3,0,105,5
2020,7,1,MA,Mulher,2346,0,0,127,8
2020,8,2,MA,Mulher,2653,1,1,202,5
2020,8,1,MA,Homem,2367,3,0,167,8
2020,8,3,MA,Homem,2593,2,0,173,6
2020,8,3,MA,Mulher,2722,2,0,185,7
2020,8,4,MA,Mulher,2620,1,0,208,8
2020,8,4,MA,Homem,2341,0,0,172,3
2020,9,2,MA,Mulher,2744,0,0,255,10
2020,9,1,MA,Homem,2362,2,0,204,9
2020,9,4,MA,Mulher,2724,2,0,263,9
2020,10,1,MA,Homem,2345,1,0,225,11
2020,10,1,MA,Mulher,2570,1,1,279,13
2020,10,3,MA,Homem,2555,0,0,233,9
2020,10,3,MA,Mulher,2592,0,0,260,9
2020,10,4,MA,Homem,2290,1,0,226,6
2020,11,2,MA,Homem,2455,1,1,248,13
2020,11,3,MA,Mulher,2617,1,0,290,9
2020,11,4,MA,Homem,2327,2,1,226,8
2020,5,1,CE,Homem,1792,2,1,0,0
2020,5,1,CE,Mulher,1944,0,0,0,0
2020,5,2,CE,Homem,1918,2,2,0,0
2020,5,3,CE,Homem,1887,0,0,0,0
2020,6,1,CE,Homem,1883,1,0,0,0
2020,6,3,CE,Mulher,2256,1,0,0,0
2020,6,2,CE,Mulher,2280,2,1,0,0
2020,7,3,CE,Mulher,2298,0,0,179,14
2020,7,4,CE,Homem,2052,2,0,129,6
2020,7,4,CE,Mulher,2285,4,1,154,10
2020,7,2,CE,Homem,2034,0,0,102,4
2020,7,2,CE,Mulher,2210,3,2,162,7
2020,8,1,CE,Mulher,2291,1,0,153,7
2020,8,3,CE,Mulher,2350,1,0,214,17
2020,8,4,CE,Homem,2084,2,0,173,8
2020,8,4,CE,Mulher,2268,1,1,201,12
2020,8,2,CE,Homem,2216,0,0,147,4
2020,8,2,CE,Mulher,2404,2,0,196,9
2020,9,1,CE,Homem,2085,2,1,162,14
2020,9,1,CE,Mulher,2245,0,0,182,10
2020,9,2,CE,Mulher,2382,0,0,240,9
2020,10,3,CE,Mulher,2219,3,2,282,21
2020,10,4,CE,Homem,1939,2,0,214,11
2020,10,2,CE,Mulher,2238,2,1,272,12
2020,11,1,CE,Homem,1902,2,1,195,16
2020,11,1,CE,Mulher,2088,1,1,229,15
2020,11,3,CE,Homem,1946,2,0,222,23
2020,11,4,CE,Mulher,2050,2,1,272,28
2020,11,2,CE,Homem,2005,0,0,205,12
2020,5,3,PE,Homem,1691,1,0,0,0
2020,5,3,PE,Mulher,1871,1,0,0,0
2020,5,4,PE,Mulher,2026,1,0,0,0
2020,6,4,PE,Homem,2001,0,0,0,0
2020,6,4,PE,Mulher,2202,1,0,0,0
2020,6,3,PE,Mulher,2026,0,0,0,0
2020,7,4,PE,Homem,2004,1,1,86,9
2020,7,4,PE,Mulher,2217,1,0,91,9
2020,7,2,PE,Homem,1932,2,1,69,4
2020,7,3,PE,Homem,1894,2,0,71,10
2020,7,3,PE,Mulher,2131,3,0,100,10
2020,7,1,PE,Homem,1839,2,0,76,9
2020,7,1,PE,Mulher,2065,1,0,72,3
2020,8,4,PE,Homem,2015,1,0,112,15
2020,8,3,PE,Homem,1885,1,0,116,13
2020,8,3,PE,Mulher,2159,2,1,150,14
2020,8,1,PE,Mulher,2110,1,1,107,9
2020,9,2,PE,Mulher,2263,1,0,163,11
2020,9,3,PE,Homem,1947,0,0,135,13
2020,9,3,PE,Mulher,2221,2,1,171,14
2020,9,1,PE,Homem,1880,0,0,138,12
2020,10,2,PE,Homem,2028,1,1,146,7
2020,11,4,PE,Homem,2084,3,1,189,16
2020,11,4,PE,Mulher,2317,2,0,199,25
2020,11,3,PE,Homem,1985,0,0,190,20
2020,11,3,PE,Mulher,2229,3,1,249,26
2020,11,1,PE,Mulher,2197,0,0,179,16
2020,5,3,RS,Homem,2509,3,2,0,0
2020,5,3,RS,Mulher,2705,0,0,0,0
2020,5,1,RS,Mulher,2461,2,0,0,0
2020,5,4,RS,Homem,2590,1,0,0,0
2020,6,2,RS,Mulher,2888,1,0,0,0
2020,6,3,RS,Homem,2616,2,1,0,0
2020,6,3,RS,Mulher,2825,2,1,0,0
2020,6,1,RS,Homem,2664,3,0,0,0
2020,6,4,RS,Mulher,2882,3,0,0,0
2020,7,2,RS,Homem,2705,2,1,111,7
2020,7,1,RS,Mulher,2856,1,0,125,2
2020,7,4,RS,Mulher,2917,2,0,151,11
2020,8,3,RS,Mulher,2875,4,0,205,10
2020,8,1,RS,Homem,2751,1,1,185,15
2020,9,2,RS,Homem,2720,0,0,253,21
2020,9,2,RS,Mulher,2934,4,1,281,20
2020,9,3,RS,Mulher,2927,1,0,279,18
2020,9,1,RS,Homem,2686,3,1,217,20
2020,9,1,RS,Mulher,2895,5,2,275,29
2020,10,2,RS,Homem,2697,1,0,310,35
2020,10,3,RS,Homem,2574,3,1,272,22
2020,10,3,RS,Mulher,2832,2,0,327,27
2020,10,4,RS,Homem,2672,2,0,266,25
2020,10,4,RS,Mulher,2822,1,0,329,30
2020,11,2,RS,Homem,2692,1,0,362,49
2020,11,3,RS,Homem,2559,3,1,311,39
2020,11,3,RS,Mulher,2824,2,0,385,44
2020,11,1,RS,Homem,2643,1,0,311,34
2020,11,1,RS,Mulher,2830,2,0,379,42
2020,5,1,SC,Homem,2472,1,0,0,0
2020,5,2,SC,Homem,2624,1,1,0,0
2020,5,2,SC,Mulher,2803,0,0,0,0
2020,5,3,SC,Homem,2600,2,0,0,0
2020,5,3,SC,Mulher,2781,3,0,0,0
2020,6,1,SC,Mulher,3054,2,0,0,0
2020,6,2,SC,Homem,2807,3,1,0,0
2020,6,2,SC,Mulher,3017,1,1,0,0
2020,7,1,SC,Mulher,2994,0,0,123,10
2020,7,4,SC,Mulher,3004,1,1,185,15
2020,7,2,SC,Homem,2769,1,0,126,10
2020,7,3,SC,Homem,2831,0,0,131,14
2020,7,3,SC,Mulher,3035,1,0,165,13
2020,8,1,SC,Mulher,3089,4,1,208,16
2020,8,4,SC,Homem,2960,1,0,209,25
2020,8,2,SC,Homem,2791,1,0,178,25
2020,8,3,SC,Homem,2809,0,0,206,18
2020,8,3,SC,Mulher,3048,3,0,228,21
2020,9,1,SC,Homem,2886,2,0,241,22
2020,9,4,SC,Mulher,3102,2,0,304,23
2020,9,2,SC,Homem,2844,0,0,240,26
2020,9,3,SC,Mulher,3078,1,0,292,31
2020,10,4,SC,Mulher,3029,0,0,321,39
2020,10,2,SC,Homem,2816,1,0,253,25
2020,10,2,SC,Mulher,3061,2,0,337,33
2020,10,3,SC,Mulher,3083,2,0,319,37
2020,11,1,SC,Homem,2831,1,0,305,36
2020,11,1,SC,Mulher,3076,0,0,346,35
2020,11,2,SC,Homem,2810,2,0,283,32
2020,11,2,SC,Mulher,3046,4,0,384,49
2020,11,3,SC,Homem,2800,1,0,333,41
2020,11,3,SC,Mulher,3069,1,0,373,54
2020,5,2,ES,Mulher,1730,1,0,0,0
2020,5,1,ES,Mulher,1623,0,0,0,0
2020,5,3,ES,Mulher,1807,1,1,0,0
2020,5,4,ES,Mulher,1874,4,0,0,0
2020,6,2,ES,Homem,1768,1,1,0,0
2020,6,2,ES,Mulher,1911,1,1,0,0
2020,6,1,ES,Homem,1737,3,2,0,0
2020,6,1,ES,Mulher,1832,2,0,0,0
2020,6,3,ES,Mulher,1975,0,0,0,0
2020,6,4,ES,Homem,1821,1,0,0,0
2020,7,4,ES,Mulher,2023,4,1,154,29
2020,7,1,ES,Homem,1771,2,0,122,19
2020,7,1,ES,Mulher,1879,1,1,121,18
2020,7,3,ES,Homem,1841,1,1,137,17
2020,8,2,ES,Mulher,2029,1,0,157,26
2020,8,4,ES,Mulher,2039,3,1,189,30
2020,8,1,ES,Homem,1852,0,0,156,21
2020,8,1,ES,Mulher,1972,1,0,154,23
2020,8,3,ES,Homem,1878,3,1,155,17
2020,8,3,ES,Mulher,2056,1,0,178,27
2020,9,2,ES,Homem,1909,0,0,151,15
2020,9,4,ES,Mulher,2082,0,0,216,34
2020,9,3,ES,Mulher,2092,0,0,219,42
2020,9,4,ES,Homem,1899,0,0,153,21
2020,9,1,ES,Mulher,1978,0,0,183,27
2020,10,2,ES,Homem,1939,1,0,183,21
2020,10,2,ES,Mulher,2063,0,0,223,31
2020,10,4,ES,Mulher,2094,2,1,245,41
2020,10,1,ES,Mulher,1957,1,0,220,35
2020,10,4,ES,Homem,1899,0,0,195,25
2020,11,3,ES,Homem,1930,2,0,267,40
2020,5,2,MG,Mulher,4232,3,0,0,0
2020,5,1,MG,Mulher,3888,2,0,0,0
2020,5,4,MG,Mulher,4278,1,1,0,0
2020,5,3,MG,Homem,3984,0,0,0,0
2020,6,2,MG,Homem,4248,0,0,0,0
2020,6,1,MG,Mulher,4274,1,0,0,0
2020,6,4,MG,Mulher,4471,1,0,0,0
2020,7,3,MG,Mulher,4421,7,1,175,9
2020,7,2,MG,Homem,4268,4,0,157,7
2020,7,2,MG,Mulher,4631,1,1,164,10
2020,7,3,MG,Homem,4270,3,1,191,10
2020,8,3,MG,Mulher,4428,3,1,261,21
2020,8,2,MG,Homem,4236,6,1,230,20
2020,8,1,MG,Mulher,4472,0,0,202,10
2020,8,2,MG,Mulher,4587,3,1,257,12
2020,8,4,MG,Homem,4246,4,1,253,28
2020,8,3,MG,Homem,4236,5,0,267,16
2020,8,1,MG,Homem,4183,3,1,223,23
2020,9,3,MG,Mulher,4412,2,1,325,23
2020,9,2,MG,Homem,4209,3,0,311,24
2020,9,2,MG,Mulher,4558,3,0,323,17
2020,9,4,MG,Mulher,4399,4,1,342,37
2020,9,3,MG,Homem,4245,2,1,339,21
2020,9,1,MG,Mulher,4387,1,0,234,22
2020,10,3,MG,Mulher,4327,1,0,383,35
2020,10,2,MG,Mulher,4565,2,1,401,25
2020,10,4,MG,Homem,4128,3,0,349,33
2020,10,4,MG,Mulher,4366,3,1,423,46
2020,10,3,MG,Homem,4153,3,0,380,31
2020,10,1,MG,Homem,4117,4,1,320,34
2020,10,1,MG,Mulher,4376,1,1,318,29
2020,11,2,MG,Homem,4185,0,0,408,38
2020,11,2,MG,Mulher,4534,2,1,441,37
2020,11,4,MG,Mulher,4371,4,2,499,59
2020,11,3,MG,Homem,4212,2,0,428,33
2020,5,2,RJ,Homem,3050,4,2,0,0
2020,5,2,RJ,Mulher,3506,2,1,0,0
2020,5,4,RJ,Homem,3089,1,1,0,0
2020,5,4,RJ,Mulher,3599,1,1,0,0
2020,5,3,RJ,Homem,3011,4,0,0,0
2020,5,1,RJ,Mulher,3334,1,0,0,0
2020,6,3,RJ,Homem,3201,1,0,0,0
2020,6,3,RJ,Mulher,3787,2,1,0,0
2020,7,4,RJ,Homem,3419,0,0,244,9
2020,7,4,RJ,Mulher,3915,1,0,250,14
2020,8,4,RJ,Homem,3429,0,0,313,13
2020,8,4,RJ,Mulher,3922,1,0,345,17
2020,8,2,RJ,Mulher,3950,0,0,335,18
2020,8,3,RJ,Homem,3301,0,0,267,13
2020,8,1,RJ,Homem,3311,2,1,252,14
2020,8,1,RJ,Mulher,3898,2,0,335,28
2020,9,2,RJ,Homem,3481,3,1,397,30
2020,9,3,RJ,Homem,3301,0,0,335,25
2020,9,1,RJ,Homem,3344,0,0,317,20
2020,10,4,RJ,Homem,3394,2,0,415,30
2020,10,3,RJ,Mulher,3871,0,0,503,48
2020,10,1,RJ,Homem,3295,0,0,365,25
2020,10,1,RJ,Mulher,3870,2,0,445,47
2020,11,4,RJ,Homem,3396,1,0,454,34
2020,11,4,RJ,Mulher,3884,2,1,538,45
2020,11,1,RJ,Homem,3339,1,0,416,32
2020,11,3,RJ,Homem,3270,0,0,467,41
2020,5,2,PR,Mulher,2471,1,0,0,0
2020,5,3,PR,Homem,2287,1,0,0,0
2020,6,2,PR,Homem,2419,0,0,0,0
2020,6,4,PR,Homem,2343,3,1,0,0
2020,6,3,PR,Mulher,2671,0,0,0,0
2020,6,1,PR,Mulher,2407,2,0,0,0
2020,7,4,PR,Mulher,2659,2,0,116,10
2020,7,3,PR,Mulher,2707,2,0,151,8
2020,7,3,PR,Homem,2536,1,0,120,6
2020,8,2,PR,Homem,2491,5,2,162,17
2020,8,2,PR,Mulher,2674,0,0,192,19
2020,8,4,PR,Homem,2393,0,0,151,16
2020,8,4,PR,Mulher,2589,0,0,164,22
2020,8,3,PR,Mulher,2654,2,0,216,26
2020,8,1,PR,Mulher,2520,2,0,125,18
2020,9,2,PR,Homem,2507,1,0,216,29
2020,9,4,PR,Mulher,2548,0,0,201,28
2020,9,3,PR,Mulher,2674,1,0,257,34
2020,9,1,PR,Mulher,2477,4,0,172,27
